rank,team,conf,record,adjoe,oe Rank,adjde,de Rank,barthag,rank,proj. W,Proj. L,Pro Con W,Pro Con L,Con Rec.,sos,ncsos,consos,Proj. SOS,Proj. Noncon SOS,Proj. Con SOS,elite SOS,elite noncon SOS,Opp OE,Opp DE,Opp Proj. OE,Opp Proj DE,Con Adj OE,Con Adj DE,Qual O,Qual D,Qual Barthag,Qual Games,FUN,ConPF,ConPA,ConPoss,ConOE,ConDE,ConSOSRemain,Conf Win%,WAB,WAB Rk,Fun Rk,adjt
20,Clemson,ACC,24-12,117.65492234304708,23,97.40063443543755,34,0.8977634282085514,20,24.0,12.0,11.0,9.0,11-9,0.733532069183722,0.6047804100160574,0.7674283123714409,0.733532069183722,0.6047804100160574,0.7674283123714409,0.6784523803923411,0.7827552735908107,112.84142163734812,101.3771360072273,112.84142163734812,101.3771360072273,118.76554365667184,100.35999855345136,118.6544754817693,92.85165635508254,0.943744126230604,13.0,-0.007463770201354136,1514.0,1446.0,1350.6125,1.1209728919286621,1.0706253644179955,0.0,0.55,1.0401863999893406,41,187,66.28035420680028
21,Kansas,B12,23-11,113.74546002430606,51,94.22103899084337,13,0.8971245724004854,21,23.0,11.0,10.0,8.0,10-8,0.7236329755415725,0.548628124528244,0.8313170704833956,0.7236329755415725,0.548628124528244,0.8313170704833956,0.6461070762049959,0.7475447320557349,112.27381036382653,99.36566529822947,112.27381036382653,99.36566529822947,116.2770879487169,94.52996982380654,110.81267633641048,92.6016169585005,0.8874193286564452,15.0,0.035708691741662135,1321.0,1277.0,1241.925,1.0636713167059202,1.028242446202468,0.0,0.5555555555555556,3.771398714454008,14,95,69.0073949358039
22,Florida,SEC,24-12,120.54652075574205,11,100.18170996931676,76,0.893602238955685,22,24.0,12.0,11.0,7.0,11-7,0.7042363109520778,0.5521433333768825,0.7654488515477065,0.7042363109520778,0.5521433333768825,0.7654488515477065,0.6829608037706685,0.80034998553365,111.79865543754272,101.42714012512769,111.79865543754272,101.42714012512769,121.18130242917184,100.60459484176933,120.36968670553503,97.91562226702845,0.9148471106148666,15.0,-0.004557611448071763,1509.0,1447.0,1313.85,1.1485329375499487,1.1013433801423298,0.0,0.6111111111111112,2.771413989438372,21,181,71.80798700609597
23,Colorado,P12,26-11,118.30195973595511,21,98.62141501812692,45,0.890166890918459,23,26.0,11.0,13.0,7.0,13-7,0.6912565363746965,0.4836095656634104,0.7524016179423876,0.6912565363746965,0.4836095656634104,0.7524016179423876,0.71750025329548,0.8604472402951356,110.18768391028192,101.05632314471728,110.18768391028192,101.05632314471728,117.55660769433966,100.3282634452818,116.88920029858771,102.05628733277382,0.826435530400871,12.0,0.00272804284026007,1550.0,1476.0,1393.4000000000003,1.1123869671307591,1.0592794603129034,0.0,0.65,1.676725353232078,30,165,67.69245095169826
24,BYU,B12,23-11,119.83586271872541,14,99.94261450387873,70,0.8896880406502143,24,23.0,11.0,10.0,8.0,10-8,0.665584477572148,0.40769706014291074,0.8291473247141289,0.665584477572148,0.40769706014291074,0.8291473247141289,0.7047369941598932,0.8753395964106581,109.10096545396382,101.03618821959917,109.10096545396382,101.03618821959917,120.73971696970153,101.0415195225885,120.32063651643918,99.72541114939051,0.8965073357558365,13.0,-0.01075496631381645,1372.0,1353.0,1247.575,1.0997334829569365,1.0845039376390198,0.0,0.5555555555555556,2.3056055019931883,25,199,69.08243960331923
25,Wisconsin,B10,22-14,118.82422470367578,19,99.13901127426868,59,0.8892306166020656,25,22.0,14.0,11.0,9.0,11-9,0.7607208847566866,0.6055357506010206,0.8214248984563465,0.7607208847566866,0.6055357506010206,0.8214248984563465,0.6370840569324457,0.7279618543762244,112.4020121994521,99.12295977624244,112.4020121994521,99.12295977624244,120.61226950385583,100.4955985652429,122.08187690015116,98.75541172494188,0.9197183184560352,16.0,-0.004679996443212819,1487.0,1441.0,1328.1375000000003,1.1196129918777233,1.084978023736247,0.0,0.55,2.900324812865451,18,182,65.24703551375751
26,Nebraska,B10,23-11,115.98361417634192,30,96.856747147611,29,0.8881997150378322,26,23.0,11.0,12.0,8.0,12-8,0.6804308066800235,0.42252389491653786,0.7975036435322698,0.6804308066800235,0.42252389491653786,0.7975036435322698,0.7131349513823612,0.8786516901335552,110.14867189571598,101.45647820562473,110.14867189571598,101.45647820562473,115.98945535063824,96.79722017390226,114.06447937625026,102.95920787964873,0.7645802345823295,11.0,-0.015961628229842595,1513.0,1444.0,1389.0750000000003,1.089214045317927,1.0395407015459925,0.0,0.6,1.9501039244069633,27,221,68.95575754492765
27,Kentucky,SEC,23-10,122.72764314398547,6,102.6582905256436,124,0.886296734030135,27,23.0,10.0,13.0,5.0,13-5,0.6662820951814846,0.5023187742085,0.7765189257430758,0.6662820951814846,0.5023187742085,0.7765189257430758,0.7102905887067318,0.8276970986666756,110.77512166672294,102.26179841449579,110.77512166672294,102.26179841449579,124.54941715905038,101.9261414897952,125.61790498030663,103.05884053950147,0.9069005170490863,13.0,0.008783009985289358,1597.0,1483.0,1350.3500000000001,1.1826563483541304,1.0982337912393083,0.0,0.7222222222222222,2.788664199021191,19,155,72.5118406864067
28,San Diego St.,MWC,26-11,111.9693653989826,71,94.14269845725912,12,0.880192729746506,28,26.0,11.0,11.0,7.0,11-7,0.6706107830628739,0.5864318027874525,0.6840828002251409,0.6706107830628739,0.5864318027874525,0.6840828002251409,0.7095253614973552,0.7432168998241766,111.82951804875756,101.4889672620448,111.82951804875756,101.4889672620448,111.44107140722453,93.96041671094908,110.60497094929525,95.86361644301928,0.8382063985835994,12.0,0.02620259628752275,1305.0,1184.0,1207.0874999999999,1.0811146665009788,0.980873383246865,0.0,0.6111111111111112,2.1719788332656247,26,112,66.16862646914532
29,New Mexico,MWC,26-10,113.89777159492871,48,95.98224888850466,23,0.8774055375721496,29,26.0,10.0,10.0,8.0,10-8,0.6190475470071077,0.4587159669047105,0.6939502701415587,0.6190475470071077,0.4587159669047105,0.6939502701415587,0.7634595614548697,0.8731559712778936,109.46590661737397,102.87286948404231,109.46590661737397,102.87286948404231,116.65722065881019,99.48359491938159,113.29709638914665,97.549640250407,0.8482575784959449,11.0,-0.0073707211412537,1461.0,1351.0,1297.0749999999998,1.1263805099936397,1.0415743114314902,0.0,0.5555555555555556,1.484532113772959,33,186,72.83996105241782
30,Pittsburgh,ACC,22-11,116.72503475029106,27,98.84585999624736,53,0.8712417381753533,30,22.0,11.0,12.0,8.0,12-8,0.6538386372811855,0.38602651561574447,0.77655829870184,0.6538386372811855,0.38602651561574447,0.77655829870184,0.7243157922815888,0.9010143059084452,110.00512430672802,102.26381689479264,110.00512430672802,102.26381689479264,116.72304785251967,101.2677633110789,113.74097752560056,100.10247698176181,0.8128881579560282,11.0,-0.012089610965317132,1446.0,1409.0,1305.7875000000001,1.107377731828494,1.0790423403501717,0.0,0.6,0.6116209720414996,48,206,65.92538571894663
31,Villanova,BE,18-16,110.43926261305205,91,93.79654915435188,10,0.8674252736557333,31,18.0,16.0,10.0,10.0,10-10,0.7123731667380365,0.6231334799389288,0.774708862470254,0.7123731667380365,0.6231334799389288,0.774708862470254,0.6650396973565795,0.7777029612553538,112.09317507749881,100.74526054691898,112.09317507749881,100.74526054691898,111.93247522725234,93.3960746233641,110.43407326156247,95.99498930523731,0.8336072406343491,15.0,-0.0825250592735538,1399.0,1321.0,1309.175,1.0686119120820365,1.009032405904482,0.0,0.5,-1.1509865024104438,68,340,63.65671607741737
32,Texas Tech,B12,23-11,116.88719823972993,25,99.31459608510256,62,0.8668677259443865,32,23.0,11.0,11.0,7.0,11-7,0.6948699673067579,0.4643286295050673,0.8270223547388111,0.6948699673067579,0.4643286295050673,0.8270223547388111,0.6868722388805396,0.8712582879363746,110.56788068157746,100.52590397629542,110.56788068157746,100.52590397629542,118.91827558340009,100.84116637929496,119.89365287328066,102.47420724984086,0.8588087529847777,15.0,0.04192028830379768,1340.0,1301.0,1207.85,1.1094092809537608,1.0771205033737634,0.0,0.6111111111111112,2.7811267211665847,20,84,66.54098059642841
33,Texas A&M,SEC,21-15,117.70431193616398,22,100.0250054471095,71,0.866653420647798,33,21.0,15.0,9.0,9.0,9-9,0.7149082741033355,0.5680025120484873,0.7752079415160474,0.7149082741033355,0.5680025120484873,0.7752079415160474,0.6533438699828671,0.7145136785955353,111.92835104313798,100.99381554440404,111.92835104313798,100.99381554440404,111.28773497335261,97.26932030921724,119.54323731350811,98.51549685616695,0.9024579907231147,14.0,-0.014015875780250209,1286.0,1289.0,1223.5874999999999,1.0510077947020546,1.0534596013770983,0.0,0.5,-0.05829477666540245,55,211,66.1220640162445
34,Mississippi St.,SEC,21-14,112.26156183706865,67,95.50554708981022,21,0.8651736638973528,34,21.0,14.0,8.0,10.0,8-10,0.7086635062902461,0.5171489392370172,0.8080191360559035,0.7086635062902461,0.5171489392370172,0.8080191360559035,0.6751573282455114,0.8464331658517701,112.07463824753653,101.19949581355968,112.07463824753653,101.19949581355968,113.47254846537875,98.37700295123334,111.01674976684666,95.71456143410651,0.8462611237740232,15.0,-0.017140043019808315,1342.0,1344.0,1238.9249999999997,1.0831971265411549,1.084811429263273,0.0,0.4444444444444444,0.5891845479409106,50,228,67.14833429781807
35,Wake Forest,ACC,21-14,116.99526514745347,24,99.73942307361827,69,0.8623661639204487,35,21.0,14.0,11.0,9.0,11-9,0.6775457016715886,0.4781290423495039,0.781260830900188,0.6775457016715886,0.4781290423495039,0.781260830900188,0.7258315841680041,0.846235610051977,109.22998713408943,100.90255906875092,109.22998713408943,100.90255906875092,118.3864011444921,96.90074771976191,117.93520989234986,98.88638790821459,0.8834880397153337,12.0,-0.06514722375796667,1549.0,1433.0,1386.0124999999996,1.1175945382887964,1.0339012094046773,0.0,0.55,-1.0470778954411115,66,311,68.27639801019146
36,Nevada,MWC,26-8,115.01286580316719,37,98.09926034608975,38,0.8616709231707467,36,26.0,8.0,13.0,5.0,13-5,0.5893594304532799,0.44848432243667735,0.6700122853111042,0.5893594304532799,0.44848432243667735,0.6700122853111042,0.7764166424230207,0.8677068779180843,108.69240017287284,103.65914988923585,108.69240017287284,103.65914988923585,116.69267933255921,99.64721717547611,117.81710478804695,100.14649882854677,0.866312723908165,11.0,0.04178799162437885,1329.0,1227.0,1178.45,1.1277525563239847,1.0411981840553268,0.0,0.7222222222222222,2.4564382738660346,22,86,66.86297946900261
37,Northwestern,B10,22-12,115.66075750229953,34,98.82715253584115,51,0.8592196399781313,37,22.0,12.0,12.0,8.0,12-8,0.6827488015054359,0.3650198402020303,0.8256451364780368,0.6827488015054359,0.3650198402020303,0.8256451364780368,0.6814866722712208,0.9042703709714338,111.36160277190946,101.64893583755301,111.36160277190946,101.64893583755301,121.97438576203788,101.0149624290644,117.34690347089253,98.99015911563426,0.8761332786043234,12.0,0.028944817834029135,1514.0,1469.0,1330.8125,1.1376508711783215,1.1038369417179354,0.0,0.6,1.1090104051886127,39,105,64.03210177961601
38,Seton Hall,BE,25-12,113.12569605827008,57,96.8959422932173,30,0.8558094416814848,38,25.0,12.0,13.0,7.0,13-7,0.6882557263772344,0.4811374692488393,0.775884893160424,0.6882557263772344,0.4811374692488393,0.775884893160424,0.6832351636710775,0.8455586138368401,111.38016793167257,101.16674491151512,111.38016793167257,101.16674491151512,112.72532141308693,94.42747661972355,111.77785478042757,97.51137392617832,0.8278208136438648,15.0,0.05853709955924824,1425.0,1391.0,1352.275,1.0537797415466528,1.0286369266606274,0.0,0.65,0.8938023660647669,43,58,66.57089432528987
39,Washington St.,P12,25-10,112.8447605325466,60,96.71768499761879,26,0.854891550708295,39,25.0,10.0,14.0,6.0,14-6,0.6584109930474202,0.40680799717598587,0.7607263983068837,0.6584109930474202,0.40680799717598587,0.7607263983068837,0.731310313953009,0.8880951548984005,109.64051449056436,101.92464445445681,109.64051449056436,101.92464445445681,114.80518306161643,98.95995648782565,111.52658866035084,93.90700182076962,0.8784163167244924,11.0,0.051422174148743616,1470.0,1400.0,1340.4875,1.0966159699363105,1.0443961618441053,0.0,0.7,1.8320095932640823,29,70,64.83667136216086
40,Utah,P12,22-15,114.17238255229046,46,97.87052385236728,37,0.854673446751881,40,22.0,15.0,9.0,11.0,9-11,0.7072388004870236,0.5982677393772234,0.755983289889788,0.7072388004870236,0.5982677393772234,0.755983289889788,0.701527794199782,0.7235205721611707,111.23407668198665,100.9322548767801,111.23407668198665,100.9322548767801,112.63990955443572,100.01677676964184,112.4937693840976,100.95778083641494,0.776302455999294,14.0,-0.03464982771942948,1541.0,1515.0,1435.1625000000001,1.073746004372327,1.0556295889838259,0.0,0.45,-1.2358313110750172,70,263,69.90131960211997
41,Ohio St.,B10,22-14,115.0367597473392,36,98.6848492454142,46,0.85360791048662,41,22.0,14.0,9.0,11.0,9-11,0.6960206394145677,0.4827118566991032,0.7961087382897951,0.6960206394145677,0.4827118566991032,0.7961087382897951,0.7170751867908597,0.8576619783429966,110.97617376341336,101.51814397670589,110.97617376341336,101.51814397670589,115.8671003037778,101.03093518494147,115.8089784671246,100.79214187454899,0.8316182202542202,11.0,-0.030919053057442802,1441.0,1451.0,1333.25,1.0808175510969436,1.0883180198762423,0.0,0.45,-0.6010795801726988,61,252,66.19518963208591
42,Indiana St.,MVC,32-7,119.6091772609594,16,102.69677067622055,125,0.8523512219757651,42,32.0,7.0,17.0,3.0,17-3,0.5547778925706082,0.38706478182045084,0.5688127804304981,0.5547778925706082,0.38706478182045084,0.5688127804304981,0.8138162020014403,0.8402402547996425,107.14509732555925,104.01845403437812,107.14509732555925,104.01845403437812,118.74344927034582,100.40402961473946,124.49357603121257,106.77733914114985,0.8538780098983498,6.0,0.06634158639195253,1650.0,1421.0,1416.875,1.164534627260697,1.0029113365681517,0.0,0.85,1.8624243605831985,28,44,70.72575526686207
43,Colorado St.,MWC,25-11,112.7884179761677,61,96.84670529669643,28,0.8522576847175127,43,25.0,11.0,10.0,8.0,10-8,0.6468585008362413,0.5339618706790135,0.6965004885496323,0.6468585008362413,0.5339618706790135,0.6965004885496323,0.7410025437208059,0.8130238001903891,111.0463498745811,102.24059276168113,111.0463498745811,102.24059276168113,111.90716367460307,97.98177473525446,110.40559095147829,93.40724153992612,0.8724399792595323,13.0,0.026994832338302688,1277.0,1223.0,1188.875,1.0741246977184313,1.0287036063505415,0.0,0.5555555555555556,1.1035675692775713,40,109,66.04919273384611
44,Boise St.,MWC,22-11,113.67431849986244,52,97.77949904725787,35,0.8496884435862784,44,22.0,11.0,13.0,5.0,13-5,0.6400140090258897,0.5663686217009034,0.666116543736183,0.6400140090258897,0.5663686217009034,0.666116543736183,0.7356574987325507,0.7730429658197813,109.9693573474229,101.2869950391656,109.9693573474229,101.2869950391656,116.29301431546997,99.62693191090123,110.6736265208325,95.90487546893148,0.8385028671721609,12.0,0.006704846859800773,1374.0,1232.0,1199.1999999999998,1.145763842561708,1.0273515677118081,0.0,0.7222222222222222,0.6571743306429396,47,162,66.4829269964985
45,Cincinnati,B12,22-15,111.30207281501058,78,95.74837234350377,22,0.8495439815853514,45,22.0,15.0,7.0,11.0,7-11,0.6755802052749974,0.41765418213539884,0.8228707154556283,0.6755802052749974,0.41765418213539884,0.8228707154556283,0.7002648157413134,0.8970905310112511,110.22560920186498,101.02219691732336,110.22560920186498,101.02219691732336,110.29463491844304,95.5309310532623,107.4248904966316,92.81447052381795,0.8430603923515768,15.0,-0.03246601703727248,1252.0,1247.0,1226.4375,1.0208428884472303,1.016766039851195,0.0,0.3888888888888889,-1.376577361148796,72,257,67.38582738605005
46,TCU,B12,21-13,113.99320861440705,47,98.15870241830416,39,0.848111170439716,46,21.0,13.0,9.0,9.0,9-9,0.6566430474493556,0.3595638960271476,0.8352217369855705,0.6566430474493556,0.3595638960271476,0.8352217369855705,0.6842989725943975,0.8854445027454914,109.38612173828976,101.49739680953427,109.38612173828976,101.49739680953427,117.9099140910442,99.46108608984004,113.48467508355394,98.93351690226568,0.8289248940638535,14.0,0.009503499782699376,1378.0,1357.0,1265.125,1.0892204327635608,1.072621282481968,0.0,0.5,0.8505107828429717,44,153,70.0036965264184
