rank,team,conf,record,adjoe,oe Rank,adjde,de Rank,barthag,rank,proj. W,Proj. L,Pro Con W,Pro Con L,Con Rec.,sos,ncsos,consos,Proj. SOS,Proj. Noncon SOS,Proj. Con SOS,elite SOS,elite noncon SOS,Opp OE,Opp DE,Opp Proj. OE,Opp Proj DE,Con Adj OE,Con Adj DE,Qual O,Qual D,Qual Barthag,Qual Games,FUN,ConPF,ConPA,ConPoss,ConOE,ConDE,ConSOSRemain,Conf Win%,WAB,WAB Rk,Fun Rk,adjt
92,Bradley,MVC,25-10,106.02591190056543,138,97.77315302967057,63,0.717457571874447,92,25.0,10.0,16.0,4.0,16-4,0.4816748869430435,0.4725245932244799,0.4449147139163506,0.4816748869430435,0.4725245932244799,0.4449147139163506,0.8370075641438846,0.7963084594864493,103.48021642665056,103.37042457707705,103.48021642665056,103.37042457707705,107.79908848956087,95.95500832521249,97.69713612614123,107.25762800585663,0.2547083445783887,6.0,0.044066673826858915,1443.0,1221.0,1309.5875,1.101873681598213,0.9323546536600265,0.0,0.8,-1.3905103856888155,68,85,65.21782174447826
93,Princeton,Ivy,23-9,109.10835909098273,88,101.00811931528636,110,0.7082948572329005,93,23.0,9.0,10.0,4.0,10-4,0.46912542966076193,0.3428366164860117,0.4758003655049575,0.46912542966076193,0.3428366164860117,0.4758003655049575,0.8605288293984725,0.9194008846555218,103.9315001255114,103.67681001283422,103.9315001255114,103.67681001283422,106.77307830207229,102.09424980432883,106.08609519822926,92.21676155390654,0.8335854631908721,2.0,0.0315422149633634,1061.0,1008.0,997.875,1.0632594262808468,1.0101465614430665,0.0,0.7142857142857143,-3.191387437252404,96,113,66.95430721817141
94,Nebraska,B10,16-16,106.01692303067944,139,98.36400854098127,73,0.7029996896505787,94,16.0,16.0,9.0,11.0,9-11,0.7101723416118256,0.5545308571464453,0.8099839883736202,0.7101723416118256,0.5545308571464453,0.8099839883736202,0.6722933741646597,0.7501300342908327,109.75335039301464,99.46813382975468,109.75335039301464,99.46813382975468,105.4644308673066,98.26136389469845,104.72934968942755,99.39807379933056,0.6458476950917331,16.0,0.06503522319228905,1340.0,1447.0,1362.4875,0.9834952614244168,1.062028092000844,0.0,0.45,-2.0772644272516327,82,46,66.79187235853452
95,Indiana St.,MVC,23-13,109.49522094195017,83,101.65175226851144,126,0.7015675220966536,95,23.0,13.0,13.0,7.0,13-7,0.39341313502902503,0.31361997242439527,0.4205713703314372,0.39341313502902503,0.31361997242439527,0.4205713703314372,0.9054693741660809,0.936036961249454,101.13003581099551,105.36119579907783,101.13003581099551,105.36119579907783,108.49194806153922,99.41176336926937,101.40724178863465,97.78547457756576,0.6030613784180635,1.0,-0.11304202359094839,1529.0,1342.0,1392.975,1.0976507116064538,0.9634056605466718,0.0,0.65,-6.870665017968779,153,357,70.48739744245049
96,Furman,SC,28-8,112.70069831778078,38,104.76432727663958,188,0.6984138995069463,96,28.0,8.0,15.0,3.0,15-3,0.40634720043873485,0.37130209318128793,0.3768309825508697,0.40634720043873485,0.37130209318128793,0.3768309825508697,0.8842989438168324,0.8851672702283425,103.62976781635531,106.05879733344696,103.62976781635531,106.05879733344696,114.94931559756081,103.86749941834263,103.36626193154169,105.17837643631533,0.45020071315926935,4.0,0.04883221216301015,1473.0,1256.0,1236.875,1.1909044972208187,1.0154623547246084,0.0,0.8333333333333334,-1.9937890487167986,77,71,68.23609337738986
97,UNLV,MWC,19-13,106.36127170480674,132,98.95737952575135,77,0.6963023126344934,97,19.0,13.0,7.0,11.0,7-11,0.6091079660123728,0.43856377418401093,0.7191974148985614,0.6091079660123728,0.43856377418401093,0.7191974148985614,0.7925705338688884,0.8981087810978905,106.89951495626703,101.29110979337868,106.89951495626703,101.29110979337868,107.19707741698333,101.15450625675668,110.38739078730869,103.8346003339712,0.6690212411439422,6.0,0.03017434765933069,1284.0,1332.0,1256.3125,1.0220387045420627,1.0602457589174668,0.0,0.3888888888888889,-3.4427958425564875,101,114,69.44303109211576
98,Saint Louis,A10,21-12,110.82289506463113,60,103.25432129843031,160,0.6928528071653662,98,21.0,12.0,12.0,6.0,12-6,0.5559180371701409,0.5520070966434525,0.5470321522478216,0.5559180371701409,0.5520070966434525,0.5470321522478216,0.8199522093409368,0.7883490470404154,104.714725326342,101.46303420284458,104.714725326342,101.46303420284458,109.51796593842289,102.67789926787077,103.42337647193482,101.11631640317944,0.5644972491051357,6.0,0.03299657475825468,1341.0,1281.0,1249.2624999999998,1.073433325662141,1.0254049889434769,0.0,0.6666666666666666,-3.2824549606843476,98,105,69.09501026233205
99,Vermont,AE,23-11,109.72428376551167,77,102.46199142724475,140,0.6872955967533878,99,23.0,11.0,14.0,2.0,14-2,0.4358654242594491,0.5846234759059554,0.3024921524089627,0.4358654242594491,0.5846234759059554,0.3024921524089627,0.8607287110024051,0.7792494901831948,103.33805569684817,105.1987838473657,103.33805569684817,105.1987838473657,111.52264706128305,104.1014988186875,100.85157608669294,98.21554914262602,0.5755621189844742,3.0,-0.011906703244569217,1224.0,1051.0,1051.7125,1.1638161569820649,0.9993225334870508,0.0,0.875,-3.8258051556293204,109,194,64.48930889954997
100,Montana St.,BSky,25-10,105.14755146598421,155,98.19514531431946,68,0.6871201982232151,100,25.0,10.0,15.0,3.0,15-3,0.4470816676250052,0.49559679555916325,0.39476637887087573,0.4470816676250052,0.49559679555916325,0.39476637887087573,0.8672613112892813,0.8059878640075173,105.36280000541119,106.00791422246976,105.36280000541119,106.00791422246976,105.15472505006416,97.57970215247711,95.394055626244,98.60760232365595,0.4058811284481707,3.0,0.028588490117573917,1284.0,1158.0,1185.1625,1.0833957368715261,0.977081201944881,0.0,0.8333333333333334,-2.701069061974856,88,120,66.25183032610082
101,UC Irvine,BW,23-12,105.94618438884936,140,99.06339092592617,79,0.6840549838312108,101,23.0,12.0,15.0,5.0,15-5,0.4596055143528521,0.4643721497687496,0.43809399890202244,0.4596055143528521,0.4643721497687496,0.43809399890202244,0.8596440909310751,0.8209554769063615,102.82806095550173,102.96977886146794,102.82806095550173,102.96977886146794,106.04996114671643,99.87874397089453,104.25873403118563,88.22895702020003,0.8721177793301236,3.0,-0.017612243748211465,1472.0,1351.0,1386.725,1.0614938073518543,0.9742378625899152,0.0,0.75,-4.466852686963778,114,210,69.41693433077086
102,San Francisco,WCC,20-14,109.23939664401118,86,102.23155533749492,134,0.6818888678173572,102,20.0,14.0,7.0,9.0,7-9,0.5733256243696547,0.4453533312184197,0.6644443472549494,0.5733256243696547,0.4453533312184197,0.6644443472549494,0.7850603127318381,0.8600675699220139,107.26412049897709,103.01260990138046,107.26412049897709,103.01260990138046,110.17554286152514,105.52862493340777,109.9732977251076,104.42621406193915,0.6445582455164499,6.0,0.028426153696849088,1211.0,1263.0,1119.9125000000001,1.0813344792561919,1.1277666782003057,0.0,0.4375,-3.731476602931449,104,122,68.63342668169665
103,San Jose St.,MWC,21-14,108.38956860792362,101,101.62510878935986,124,0.6772306609433382,103,21.0,14.0,10.0,8.0,10-8,0.6030527255739133,0.4509456263209039,0.7134698097959329,0.6030527255739133,0.4509456263209039,0.7134698097959329,0.7735850473058571,0.8414642634193168,106.90403090790221,101.44853417766686,106.90403090790221,101.44853417766686,108.99293072804221,101.30214512290661,106.2829627299178,106.24356872723538,0.5010658206924898,8.0,0.06614776099068165,1204.0,1217.0,1147.0624999999998,1.049637661417752,1.0609709584264155,0.0,0.5555555555555556,-2.100502271626976,83,44,62.47237485978977
104,Charlotte,CUSA,22-14,107.95128981680877,104,101.49028003161665,119,0.670345111521614,104,22.0,14.0,9.0,11.0,9-11,0.5003750434346111,0.36074700893636175,0.5851575545182074,0.5003750434346111,0.36074700893636175,0.5851575545182074,0.8488120818420168,0.911265290719487,104.04385042604056,103.80553879770895,104.04385042604056,103.80553879770895,107.16835752522263,102.19871343498728,106.33962772749642,100.40456359563433,0.6593612405445477,6.0,-0.023824061560075216,1313.0,1303.0,1252.3375,1.0484394182878016,1.0404543503648178,0.0,0.45,-6.48099636408981,145,227,60.328905338031724
105,Temple,Amer,16-16,107.55213632321082,116,101.12672627852778,114,0.6700507587065678,105,16.0,16.0,10.0,8.0,10-8,0.6318098017714001,0.5645874668603336,0.669378980565075,0.6318098017714001,0.5645874668603336,0.669378980565075,0.7683994046290303,0.8423550384174429,106.40773425485564,100.18045941803032,106.40773425485564,100.18045941803032,107.42901990033978,98.30161927697037,111.09045358511543,96.45969153460997,0.8353494544299015,8.0,-0.011200657779485312,1269.0,1258.0,1234.9250000000002,1.0275927687916269,1.0186853452638822,0.0,0.5555555555555556,-5.564734897941883,127,192,65.94287110757885
106,Tulane,Amer,20-11,108.74418203821219,94,102.36121338395441,137,0.6672200641274807,106,20.0,11.0,12.0,6.0,12-6,0.5639256652245734,0.35225423513407067,0.6646874062412643,0.5639256652245734,0.35225423513407067,0.6646874062412643,0.7929215299194408,0.9320906006829045,105.34107717344263,102.0419619746336,105.34107717344263,102.0419619746336,110.94114767266495,102.45814245432584,104.81693150282022,101.09799518393582,0.6023910337165457,6.0,0.07870243813349409,1477.0,1454.0,1381.2375,1.0693309441714405,1.0526792097666042,0.0,0.6666666666666666,-2.056086021284928,81,30,72.87632102977685
107,Southern Miss,SB,25-8,105.78198897598048,144,99.65091955293624,89,0.6652169305504978,107,25.0,8.0,14.0,4.0,14-4,0.45153703660887273,0.3318203741267202,0.49872565919678585,0.45153703660887273,0.3318203741267202,0.49872565919678585,0.8588065512154349,0.8828533011942284,104.06334254671314,104.27652574513597,104.06334254671314,104.27652574513597,106.3402155438882,101.63623072785794,111.15784858067656,96.74561832451953,0.8315932694864951,2.0,0.09868365241420918,1287.0,1227.0,1219.65,1.055220760054114,1.00602631902595,0.0,0.7777777777777778,-0.754972077924179,64,18,68.51943137147508
108,Colorado St.,MWC,15-18,110.90710775154031,58,104.57300950132407,187,0.6629093257332158,108,15.0,18.0,6.0,12.0,6-12,0.631771962161374,0.5048119758993453,0.7101561595879646,0.631771962161374,0.5048119758993453,0.7101561595879646,0.7538123013286718,0.798897233668404,107.2189155308031,100.3576631391537,107.2189155308031,100.3576631391537,112.10568388952412,107.82555594731582,107.7173290598463,106.28587739352956,0.5383862155635287,11.0,-0.041213185496112636,1272.0,1345.0,1190.5125,1.0684474123539232,1.1297655421509643,0.0,0.3333333333333333,-6.710791050354006,151,271,66.21851676669141
109,Colgate,Pat,26-9,112.46786091577476,41,106.1355357444675,215,0.6607036999032184,109,26.0,9.0,17.0,1.0,17-1,0.3519521112382003,0.44865059544406044,0.27109263114974674,0.3519521112382003,0.44865059544406044,0.27109263114974674,0.9026709882147179,0.8565577052496278,100.57927738512042,106.3230432303887,100.57927738512042,106.3230432303887,110.30626911533929,104.2449688986491,110.52586490802346,116.35936082167125,0.3562934153134667,2.0,-0.0027310358074087437,1380.0,1172.0,1201.7625000000003,1.1483134146722,0.9752342913013177,0.0,0.9444444444444444,-3.653706158197858,103,174,67.45218123327042
110,Washington,P12,16-16,103.90454014481043,174,98.27423829125232,71,0.6549055208348459,110,16.0,16.0,8.0,12.0,8-12,0.6690955207704649,0.5293504561156723,0.7400324526897435,0.6690955207704649,0.5293504561156723,0.7400324526897435,0.7150533360686111,0.8128514352819642,107.56966563789567,98.98024691709603,107.56966563789567,98.98024691709603,103.61553931975598,97.45824073494171,102.74765765682389,96.72980454181095,0.6668731674567979,12.0,0.04510229117174186,1367.0,1446.0,1415.8124999999998,0.965523330243235,1.021321679247782,0.0,0.4,-3.784233437001008,107,83,69.08748368046284
111,UNC Greensboro,SC,20-12,103.0450681831833,195,97.46609994876935,56,0.6547785438402509,111,20.0,12.0,14.0,4.0,14-4,0.42410168322658365,0.4885469906215269,0.3816120402229023,0.42410168322658365,0.4885469906215269,0.3816120402229023,0.878279870031629,0.8235690771134215,104.63071324765957,106.62633997441205,104.63071324765957,106.62633997441205,104.62672630566243,95.65447653096003,99.39813092153284,88.84445643334391,0.7842877641245694,2.0,-0.0582188985952683,1327.0,1142.0,1207.4125000000004,1.0990444442143836,0.9458242315695752,0.0,0.7777777777777778,-6.162897138538755,141,302,65.75298607354661
112,Akron,MAC,22-11,108.6448592786534,95,103.03304139428701,153,0.6479176793698704,112,22.0,11.0,13.0,5.0,13-5,0.43362268364648804,0.4141089354422283,0.4287076234005942,0.43362268364648804,0.4141089354422283,0.4287076234005942,0.8803367655844836,0.8767770011569269,104.19104735934225,105.94799515145138,104.19104735934225,105.94799515145138,109.38670619221998,102.39485442252531,0.0,0.0,0.0,0.0,-0.007204314186088467,1387.0,1239.0,1208.0749999999998,1.1481075264366867,1.0255985762473359,0.0,0.7222222222222222,-4.927910152571684,120,185,65.16983193496901
113,Mississippi,SEC,12-21,106.24343706256676,134,100.8326875658774,107,0.6459102625095617,113,12.0,21.0,3.0,15.0,3-15,0.6670312524745481,0.561506774642162,0.7424256667711447,0.6670312524745481,0.561506774642162,0.7424256667711447,0.7187956931049283,0.7996001417420451,107.99438964744806,99.7979987452085,107.99438964744806,99.7979987452085,106.34918404918784,101.29496805354546,108.34458870291161,100.96313620555333,0.692419512106042,13.0,-0.08430586797491063,1205.0,1304.0,1211.125,0.9949427185468056,1.0766849004025183,0.0,0.16666666666666666,-8.475281379107896,181,339,65.9902828968401
114,James Madison,SB,22-11,105.37330422792832,152,100.02190545494895,93,0.6455147285174205,114,22.0,11.0,12.0,6.0,12-6,0.4294541604982302,0.3243534495672466,0.482573481557629,0.4294541604982302,0.3243534495672466,0.482573481557629,0.8718666868324255,0.8800550528153568,102.69612320654574,104.29376891454126,102.69612320654574,104.29376891454126,102.72272761651051,99.35699734381807,90.29290761576212,91.1007852071298,0.4744132829549794,2.0,0.001366412483981172,1306.0,1233.0,1267.5625000000002,1.0303239485232483,0.9727330999457618,0.0,0.6666666666666666,-4.652076454726814,117,169,70.38138731553607
115,Kennesaw St.,ASun,26-9,105.60515342718418,149,100.34442553247095,98,0.6428221953241678,115,26.0,9.0,15.0,3.0,15-3,0.4435977051042965,0.44605266731288,0.4045999588778608,0.4435977051042965,0.44605266731288,0.4045999588778608,0.8588888308787155,0.8019757730989265,104.75104822755847,104.94788893830832,104.75104822755847,104.94788893830832,107.00354464372606,101.30975178338173,99.54834590234103,93.69417930172435,0.6675188584133523,4.0,0.09246091846009197,1413.0,1280.0,1276.5124999999998,1.1069221805505236,1.0027320531526327,0.0,0.8333333333333334,-1.4261677027055275,69,22,68.42065707600369
116,Grand Canyon,WAC,24-12,111.34513700672179,55,105.95870548844195,212,0.6388163906118063,116,24.0,12.0,10.0,7.0,10-7,0.504183399817413,0.4185158247466415,0.5336703610551676,0.504183399817413,0.4185158247466415,0.5336703610551676,0.8537448417679614,0.8822073994899714,104.50049957692127,102.2413383446341,104.50049957692127,102.2413383446341,110.75880910595377,108.13474813981081,108.24951064228624,98.84286677188271,0.7398974859269811,2.0,0.05571372112213302,1267.0,1220.0,1148.1374999999998,1.1035263633493377,1.0625904998312485,0.0,0.5882352941176471,-3.7598535184434962,105,57,64.86127508269108
117,Southern Utah,WAC,24-13,108.58795132162788,96,103.37613535801557,162,0.6377571387588987,117,24.0,13.0,12.0,6.0,12-6,0.5097158363106271,0.4118297574418328,0.5674314814208282,0.5097158363106271,0.4118297574418328,0.5674314814208282,0.8432056818843106,0.8398164921075015,105.42611686060144,102.31733888656193,105.42611686060144,102.31733888656193,109.50995709919196,102.71618982092009,111.48727756028313,103.11709987740768,0.7104396661682824,4.0,0.05287549693135973,1404.0,1333.0,1303.6499999999999,1.076976182257508,1.0225137115023206,0.0,0.6666666666666666,-3.7896275891298967,108,62,71.57089661209677
118,Cal St. Fullerton,BW,20-13,104.09928272866205,167,99.25859388164213,81,0.6335764311636475,118,20.0,13.0,12.0,6.0,12-6,0.4784689065903376,0.48191291834350736,0.4521908510763313,0.4784689065903376,0.48191291834350736,0.4521908510763313,0.8610026612529307,0.8245646789464466,103.55609909569601,103.05163364254737,103.55609909569601,103.05163364254737,104.55122599471011,96.71127023612985,87.56271379458516,96.79916521936714,0.23989491781024855,2.0,-0.012455901192842456,1244.0,1129.0,1196.6249999999998,1.0395905149900764,0.9434868902120549,0.0,0.6666666666666666,-6.07635001928177,138,196,64.66769371140589
119,Penn,Ivy,17-13,109.90361198586626,73,104.8842329853159,191,0.6312504655164957,119,17.0,13.0,9.0,5.0,9-5,0.49235623811657603,0.4794376658156267,0.4866480907098748,0.49235623811657603,0.4794376658156267,0.4866480907098748,0.8408391366896133,0.8251977926008524,104.06636482395342,104.03981599433222,104.06636482395342,104.03981599433222,110.19156956759451,102.4738773625419,101.74411011715813,108.99704126606403,0.31176348570041446,4.0,-0.037060199444888364,1066.0,1008.0,985.2750000000001,1.081931440460785,1.0230646266270838,0.0,0.6428571428571429,-6.0315351130728425,135,260,66.85366096243075
120,UMass Lowell,AE,26-8,107.75691375751938,109,102.95904179043619,151,0.6280327036670187,120,26.0,8.0,11.0,5.0,11-5,0.28519096567655255,0.23897845967289613,0.3097852065103843,0.28519096567655255,0.23897845967289613,0.3097852065103843,0.9277304162566518,0.9286717199894947,98.43235223500983,107.31005509656032,98.43235223500983,107.31005509656032,108.52649119409102,106.67500567048948,101.86027636718325,100.76710273820257,0.5309817773664175,1.0,-0.013810252781583543,1234.0,1122.0,1092.9125,1.1290931341713084,1.0266146649434424,0.0,0.6875,-4.184372053575727,111,199,68.55199137708648
121,Duquesne,A10,20-13,107.7768870208201,107,102.98475891035103,152,0.6278596471821883,121,20.0,13.0,10.0,8.0,10-8,0.48238625275375846,0.4505183624983328,0.5135696360782813,0.48238625275375846,0.4505183624983328,0.5135696360782813,0.8793187181902391,0.8901858889735355,104.27799446605312,105.04258491980347,104.27799446605312,105.04258491980347,106.96563481852553,100.98631838380528,86.51584634265635,95.43317186533625,0.24450556328590825,2.0,-0.03455711363383762,1329.0,1266.0,1262.2750000000003,1.0528609059040221,1.0029510209740347,0.0,0.5555555555555556,-5.9634681609981595,132,253,67.95265633498369
122,Middle Tennessee,CUSA,19-14,105.77863174730007,145,101.30399472403968,116,0.6217683799232075,122,19.0,14.0,11.0,9.0,11-9,0.5541920463751736,0.4488892598352324,0.5899353626611676,0.5541920463751736,0.4488892598352324,0.5899353626611676,0.8181350811069095,0.8804535590288143,106.59099716720742,102.49470190888083,106.59099716720742,102.49470190888083,105.81761978578143,100.19298556458587,106.7422224241277,101.49539764221531,0.6409841938157614,6.0,0.038846694644526836,1399.0,1371.0,1341.8874999999998,1.042561317547112,1.021695186817077,0.0,0.55,-5.191175242556394,122,95,66.82410174997187
123,Butler,BE,14-18,100.62661992929286,247,96.68132691197385,46,0.6130047743468728,123,14.0,18.0,6.0,14.0,6-14,0.698572133988724,0.5371260136303337,0.7844546269299593,0.698572133988724,0.5371260136303337,0.7844546269299593,0.679144368635474,0.7831452117927175,109.83205685536177,99.87921959592357,109.83205685536177,99.87921959592357,96.88902741278704,97.58437576159035,96.32783565459746,95.16851789505887,0.5347547541220959,15.0,0.057385726681474625,1200.0,1402.0,1322.7250000000001,0.9072180536392673,1.059933092668544,0.0,0.3,-4.412831314960237,113,56,65.62610037813162
124,UC Santa Barbara,BW,27-8,110.02847793529189,70,105.73275480542476,206,0.6125352632516383,124,27.0,8.0,15.0,5.0,15-5,0.435207631962088,0.3668317153963654,0.4451300441116297,0.435207631962088,0.3668317153963654,0.4451300441116297,0.8887994109954837,0.9121785373144955,102.3181215325587,103.94305660004626,102.3181215325587,103.94305660004626,112.0316833316507,106.8319000443905,98.9224606299027,97.81950684118384,0.5321907853648766,1.0,0.12523040067777436,1431.0,1317.0,1280.1,1.117881415514413,1.0288258729786737,0.0,0.75,-1.5126211602701352,70,5,64.44244250422977
125,Towson,CAA,21-12,107.66281797538036,115,103.78455818669471,169,0.6039381889536563,125,21.0,12.0,12.0,6.0,12-6,0.41480091875423547,0.4350986564138562,0.3823346537680542,0.41480091875423547,0.4350986564138562,0.3823346537680542,0.8803479754059834,0.8676862028206311,101.39778109641632,105.60025026517187,101.39778109641632,105.60025026517187,107.57384809071671,103.88501448077662,119.55012031216799,106.46974449110986,0.7912638916041644,2.0,-0.010956203360098837,1313.0,1193.0,1191.5124999999998,1.101960743173068,1.0012484132562607,0.0,0.6666666666666666,-5.974011162315634,133,190,64.60361381689606
126,Tarleton St.,WAC,17-17,103.96703626116735,170,100.37580239209859,99,0.5997098564108339,126,17.0,17.0,8.0,9.0,8-9,0.5135568438228595,0.4668371664628281,0.5484673316152474,0.5135568438228595,0.4668371664628281,0.5484673316152474,0.8306459271205242,0.8010772777698538,105.6331651505645,102.09460600029344,105.6331651505645,102.09460600029344,102.91424302113703,100.02979392745081,90.62673084778844,91.75551130922655,0.46447224071874543,3.0,-0.05228691592999968,1153.0,1174.0,1154.45,0.9987439906448958,1.0169344709601975,0.0,0.47058823529411764,-7.69623820009647,163,292,66.376359295586
127,Belmont,MVC,21-11,110.1991719287856,65,106.40949750516816,225,0.5992731049075077,127,21.0,11.0,14.0,6.0,14-6,0.4569928261821087,0.4764303570527229,0.43407344940755077,0.4569928261821087,0.4764303570527229,0.43407344940755077,0.881479838324096,0.8848488014275436,102.9554321105785,104.23740849869019,102.9554321105785,104.23740849869019,108.58385654627223,105.05502895670172,82.15269474168804,91.76058280487013,0.21892592827371593,1.0,0.03799957049649727,1506.0,1407.0,1377.0625,1.0936322788544457,1.0217401170970817,0.0,0.7,-5.054262315233957,121,96,68.32304856342998
128,Loyola Marymount,WCC,19-12,107.74289788659088,110,104.08128992542501,173,0.5981155231059458,128,19.0,12.0,9.0,7.0,9-7,0.5792128756953014,0.48454664899547545,0.6508878357915339,0.5792128756953014,0.48454664899547545,0.6508878357915339,0.7938033034066972,0.8581185335933954,108.12557495671182,103.31300513002788,108.12557495671182,103.31300513002788,108.4378867862506,104.15920078686145,106.62383647393453,102.57941386860068,0.6093790872439487,5.0,0.111438332816445,1206.0,1222.0,1116.7375,1.0799314968826605,1.0942589462608716,0.0,0.5625,-2.9382199824041257,92,13,67.1103454844211
129,Eastern Washington,BSky,23-11,109.91807196670055,72,106.44562347341076,228,0.5912563821552148,129,23.0,11.0,16.0,2.0,16-2,0.4603963741900601,0.4786333680628135,0.40523895930759196,0.4603963741900601,0.4786333680628135,0.40523895930759196,0.8606259822563264,0.8375590005376646,103.81916632343791,104.7812759351172,103.81916632343791,104.7812759351172,114.36179449251034,108.18522791189552,110.01060188985348,98.49983623915546,0.780914113962642,3.0,0.08020674406394845,1444.0,1304.0,1222.3374999999999,1.1813431233190508,1.0668084714737134,0.0,0.8888888888888888,-4.164511185642856,110,27,68.51621504043435
130,Davidson,A10,16-16,106.9731702515993,124,103.76298673978806,167,0.5867122539488854,130,16.0,16.0,8.0,10.0,8-10,0.5242295075254525,0.4434908298288647,0.5663044163549017,0.5242295075254525,0.4434908298288647,0.5663044163549017,0.8411573681168104,0.8572712121324901,104.27588942627841,102.49776236195017,104.27588942627841,102.49776236195017,107.82720347848074,102.44174629547429,106.54550110830394,106.07260725895861,0.5127860760330742,4.0,-0.047360942648088655,1228.0,1207.0,1170.4125,1.0492027383507951,1.0312603462454477,0.0,0.4444444444444444,-8.427794571358069,179,284,65.15520660822298
131,Syracuse,ACC,17-15,108.96771216379662,89,105.71286782390828,205,0.5863113788197885,131,17.0,15.0,10.0,10.0,10-10,0.5977961166406566,0.411312230231669,0.6930936603640784,0.5977961166406566,0.411312230231669,0.6930936603640784,0.7984515459684791,0.8945699855346746,107.12002096814386,102.80652146713685,107.12002096814386,102.80652146713685,109.98307973910865,105.98905639051097,108.95757316265717,112.2187174612411,0.4160161689803256,6.0,0.04947920132961059,1463.0,1499.0,1360.2499999999998,1.075537585002757,1.1020033082154017,0.0,0.5,-5.654750773803557,128,69,67.1682952702452
132,Fresno St.,MWC,11-20,103.1506526134697,193,100.20150734981327,95,0.5826312468675854,132,11.0,20.0,6.0,12.0,6-12,0.6186706751572996,0.476132884287985,0.7112381662605378,0.6186706751572996,0.476132884287985,0.7112381662605378,0.7827972135058803,0.8450251181575056,107.93158109864223,102.00755109290982,107.93158109864223,102.00755109290982,102.39749750726304,99.62924744010121,95.87455408295075,93.2873674706372,0.5780059452308821,6.0,-0.09128648032576436,1124.0,1218.0,1145.375,0.9813379897413511,1.0634071810542398,0.0,0.3333333333333333,-10.244366963084824,220,343,63.968688499773634
133,Utah Tech,WAC,14-19,107.68478307345387,113,104.89801452627685,192,0.5748156418182864,133,14.0,19.0,5.0,13.0,5-13,0.5044273922285148,0.4120238202954324,0.5606396622502648,0.5044273922285148,0.4120238202954324,0.5606396622502648,0.835279239149182,0.8155453275588146,104.95721039816021,102.5717038090855,104.95721039816021,102.5717038090855,105.21491977831569,104.60579834461633,105.96372081486379,104.2138066480951,0.5477291796694747,3.0,-0.11780087341746431,1325.0,1357.0,1287.725,1.028946397716904,1.0537964239259159,0.0,0.2777777777777778,-11.04214493366523,236,358,68.61759566609358
134,Notre Dame,ACC,11-21,108.54022365931041,98,105.75064128951345,207,0.574301920887264,134,11.0,21.0,3.0,17.0,3-17,0.5962553328860175,0.44591109384736777,0.6702079449354318,0.5962553328860175,0.44591109384736777,0.6702079449354318,0.7944843776858037,0.892748233740413,107.38610440874749,102.7952575467697,107.38610440874749,102.7952575467697,108.27782381050727,106.73533920791954,109.09579461484972,101.03943120077889,0.7072837500728614,8.0,-0.13491496294388194,1379.0,1493.0,1322.5874999999999,1.0426531325904715,1.1288478078009963,0.0,0.15,-11.615305299528265,243,361,64.698523420032
135,Hawaii,BW,22-11,100.54765280015772,249,98.0961311474029,67,0.5704933309134852,135,22.0,11.0,13.0,7.0,13-7,0.43165500258529105,0.38550169157463804,0.44925091776295734,0.43165500258529105,0.38550169157463804,0.44925091776295734,0.9013166303022835,0.9227696529412007,102.2331741818294,104.82280074146472,102.2331741818294,104.82280074146472,100.49553980392707,98.70059995385297,0.0,0.0,0.0,0.0,0.03233747458565772,1322.0,1255.0,1307.875,1.010799961770047,0.959571824524515,0.0,0.65,-5.747255639014714,129,108,64.46305045164947
136,Georgia Tech,ACC,15-18,104.72462184284545,159,102.23581045573474,136,0.568712668945538,136,15.0,18.0,6.0,14.0,6-14,0.5768278739230522,0.3735238736632977,0.6861204972556998,0.5768278739230522,0.3735238736632977,0.6861204972556998,0.7909761243561461,0.8572115483418323,107.99802925557357,102.78921539910378,107.99802925557357,102.78921539910378,102.33904261895505,102.22208288091038,98.91451966135504,102.69639563764234,0.3937702838871927,8.0,-0.020257697224999427,1335.0,1466.0,1347.3374999999999,0.9908430515739376,1.0880718453987959,0.0,0.3,-8.123585954100648,173,218,66.46657190742472
137,Air Force,MWC,14-18,105.36695313681172,153,102.9428941101948,150,0.5665179484554438,137,14.0,18.0,5.0,13.0,5-13,0.5549507537499528,0.30315159772830513,0.7256578822894711,0.5549507537499528,0.30315159772830513,0.7256578822894711,0.8138461385046719,0.952099333317152,106.01764350571047,103.61984704525378,106.01764350571047,103.61984704525378,105.62318511334726,105.32229030683166,107.10945682342212,108.1725300285057,0.47163646510049945,5.0,-0.06696953208711054,1161.0,1269.0,1141.6625,1.0169380180219636,1.1115369034193556,0.0,0.2777777777777778,-9.395661880367753,196,315,62.99833812329537
138,Ohio,MAC,19-14,109.28414819077392,85,106.78024829902824,233,0.5662460931370282,138,19.0,14.0,10.0,8.0,10-8,0.4333973123285387,0.44137028377478227,0.4076428786948424,0.4333973123285387,0.44137028377478227,0.4076428786948424,0.8745533873660083,0.8556968784825976,104.58266064252471,107.09308277483773,104.58266064252471,107.09308277483773,109.94552611115142,109.58572868403719,102.73731116011136,88.36718385560422,0.8497649576657499,1.0,-0.03133636263961814,1430.0,1349.0,1255.8249999999998,1.1386936874166387,1.0741942547727592,0.0,0.5555555555555556,-7.699243186943276,164,244,68.07001057600104
